Category,ItemCode,Barcode,ItemName,Unit,P/Rate,S/Rate
NIGHTIES PSC,IP4762,101158,IPEKTEN,PCS,"3,990.00","3,990.00"
NIGHTIES PSC,AYDO4739B,101159,AYDOGAN,PCS,"3,990.00","3,990.00"
NIGHTIES PSC,EL2165B,101160,ELITOL,PCS,"3,790.00","3,790.00"
NIGHTIES PSC,SM001,101169,STIL MODA,PCS,"2,990.00","2,990.00"
NIGHTIES PSC,SU1048,101175,SUDE,PCS,"2,990.00","2,990.00"
NIGHTIES PSC,AYDOMIXFS,101176,AYDOGAN,PCS,"3,790.00","3,790.00"
NIGHTIES PSC,AYDO739B,101177,AYDOGAN,PCS,"3,990.00","3,990.00"
NIGHTIES PSC,EL216539B,101178,ELITOL,PCS,"3,990.00","3,990.00"
NIGHTIES PSC,EL3016,101245,ELITOL,PCS,"3,290.00","3,290.00"
NIGHTIES PSC,EL3061,101246,ELITOL,PCS,"3,290.00","3,290.00"
NIGHTIES PSC,AYDO9032,101247,AYDOGAN,PCS,"3,390.00","3,390.00"
NIGHTIES PSC,AYDO4041,101248,AYDOGAN,PCS,"3,390.00","3,390.00"
NIGHTIES PSC,EL3070,101249,ELITOL,PCS,"3,690.00","3,690.00"
NIGHTIES PSC,AYDO9041,101255,AYDOGAN,PCS,"3,390.00","3,390.00"
NIGHTIES PSC,EL3019B,101257,ELITOL,PCS,"3,690.00","3,690.00"
NIGHTIES PSC,IP618FO,101299,IPEKTEN,PCS,"3,990.00","3,990.00"
NIGHTIES PSC,K501,101300,KILLIC,PCS,"2,990.00","2,990.00"
NIGHTIES PSC,SM3054,101301,STILL MODA,PCS,"3,150.00","3,150.00"
NIGHTIES PSC,SU1018,101325,SUDE,PCS,"3,250.00","3,250.00"
NIGHTIES PSC,SU1016,101326,SUDE,PCS,"3,250.00","3,250.00"
NIGHTIES PSC,AN9604,101327,ANIL,PCS,"3,590.00","3,590.00"
NIGHTIES PSC,AYDO4466,101328,AYDOGAN,PCS,"3,790.00","3,790.00"
NIGHTIES PSC,AYDO4455,101329,AYDOGAN,PCS,"3,790.00","3,790.00"
NIGHTIES PSC,LB001,101330,LINGABOOM,PCS,"3,590.00","3,590.00"
NIGHTIES PSC,LB1010,101331,LINGABOOM,PCS,"3,590.00","3,590.00"
NIGHTIES PSC,LB1007,101332,LINGABOOM,PCS,"3,590.00","3,590.00"
NIGHTIES PSC,AYDO16007,101333,AYDOGAN,PCS,"3,990.00","3,990.00"
NIGHTIES PSC,AL5739,101366,ALISSA,PCS,"4,490.00","4,490.00"
NIGHTIES PSC,AL5721,101367,ALISSA,PCS,"4,490.00","4,490.00"
NIGHTIES PSC,AYDO4511,101368,AYDOGAN,PCS,"3,990.00","3,990.00"
NIGHTIES 3 PCS,NK3882,100099,NON BR,PCS,"3,995.00","3,995.00"
NIGHTIES 4 PCS,NK4160,100100,NON BR,PCS,"5,590.00","5,590.00"
BUSTIYER,YI2702,100102,YENI INCI,PCS,"6,850.00","6,850.00"
BUSTIYER,PC4487,100103,PIER CARDIN,PCS,"8,990.00","8,990.00"
BUSTIYER,AN5575,100104,ANIL,PCS,"6,990.00","6,990.00"
BUSTIYER,GO5660,101282,GOLGE,PCS,"6,590.00","6,590.00"
BRA SET,SBDSUD3013,100213,SABINA,PCS,"6,190.00","6,190.00"
BRA SET,SBISUI727,100214,SABINA,PCS,"3,500.00","3,500.00"
BRA SET,SBISUI812,100215,SABINA,PCS,"3,115.00","3,115.00"
BRA SET,SBISUI822,100216,SABINA,PCS,"3,185.00","3,185.00"
BRA SET,SBISUI777,100217,SABINA,PCS,"3,500.00","3,500.00"
BRA SET,SBISUI667,100218,SABINA,PCS,"5,390.00","5,390.00"
BRA SET,KK161,100219,CANSOY,PCS,"1,390.00","1,390.00"
BRA SET,KK155,100220,CANSOY,PCS,"1,490.00","1,490.00"
BRA SET,KK153PU,100221,CANSOY,PCS,"1,890.00","1,890.00"
BRA SET,NKVS135,100222,NON BR,PCS,"1,995.00","1,995.00"
BRA SET,GO4715,100223,GOLGE,PCS,"2,490.00","2,490.00"
BRA SET,GO4705,100224,GOLGE,PCS,"2,490.00","2,490.00"
BRA SET,GO4650,100225,GOLGE,PCS,"2,790.00","2,790.00"
BRA SET,GO4740,100226,GOLGE,PCS,"4,390.00","4,390.00"
BRA SET,GO4750,100227,GOLGE,PCS,"3,950.00","3,950.00"
BRA SET,GO4610,100228,GOLGE,PCS,"2,590.00","2,590.00"
BRA SET,GO4565,100229,GOLGE,PCS,"2,190.00","2,190.00"
BRA SET,GO4555,100230,GOLGE,PCS,"2,490.00","2,490.00"
BRA SET,GO4530,100231,GOLGE,PCS,"2,790.00","2,790.00"
BRA SET,GO4725,100232,GOLGE,PCS,"2,490.00","2,490.00"
BRA SET,AN4686,100233,ANIL,PCS,"3,590.00","3,590.00"
BRA SET,AN4613,100234,ANIL,PCS,"2,990.00","2,990.00"
BRA SET,PC4030,100235,PIER CARDIN,PCS,"2,890.00","2,890.00"
BRA SET,PC4511PU,100236,PIER CARDIN,PCS,"3,590.00","3,590.00"
BRA SET,PC4566,100237,PIER CARDIN,PCS,"3,350.00","3,350.00"
BRA SET,PC4020PU,100238,PIER CARDIN,PCS,"3,350.00","3,350.00"
BRA SET,PC4565PU,100239,PIER CARDIN,PCS,"2,990.00","2,990.00"
BRA SET,PC4563PU,100240,PIER CARDIN,PCS,"3,350.00","3,350.00"
BRA SET,PC4561PU,100241,PIER CARDIN,PCS,"3,350.00","3,350.00"
BRA SET,PC4562,100242,PIER CARDIN,PCS,"3,350.00","3,350.00"
BRA SET,NK7338593,100357,NON BR,PCS,"1,250.00","1,250.00"
BRA SET,NK1889,100358,NON BR,PCS,"1,250.00","1,250.00"
BRA SET,GO4600PU,100383,GOLGE,PCS,"3,190.00","3,190.00"
BRA SET,PCDEVON,100384,PIERE CARDIN,PCS,"3,350.00","3,350.00"
BRA SET,PC4491,100385,PIERE CARDIN,PCS,"3,350.00","3,350.00"
BRA SET,PC4560,100386,PIERE CARDIN,PCS,"3,350.00","3,350.00"
BRA SET,PC4503,100387,PIRERE CARDIN,PCS,"3,350.00","3,350.00"
BRA SET,GO4596,100388,GOLGE,PCS,"2,590.00","2,590.00"
BRA SET,GO4670,100389,GOLGE,PCS,"2,190.00","2,190.00"
BRA SET,NK7704,100390,NON B,PCS,"1,290.00","1,290.00"
BRA SET,NK7338,100391,NON B,PCS,"1,095.00","1,095.00"
BRA SET,SH102-133,100392,NON B,PCS,"1,090.00","1,090.00"
BRA SET,NU4321,100406,NURTEKS,PCS,"3,790.00","3,790.00"
BRA SET,NU4040,100407,NURTEKS,PCS,"3,490.00","3,490.00"
BRA SET,GO4595,100421,GOLGE,PCS,"2,590.00","2,590.00"
BRA SET,PC4491PU,100422,PIERE CARDIN,PCS,"2,990.00","2,990.00"
BRA SET,PC4564,100423,PIERE CARDIN,PCS,"3,350.00","3,350.00"
BRA SET,GO4600,100447,GOLGE,PCS,"3,190.00","3,190.00"
BRA SET,GO4531,100482,GOLGE,PCS,"2,790.00","2,790.00"
BRA SET,NK9051,100483,NON BR,PCS,"1,390.00","1,390.00"
BRA SET,NK8900,100484,NON BR,PCS,"1,290.00","1,290.00"
BRA SET,NK3516,100485,NON BR,PCS,"1,190.00","1,190.00"
BRA SET,SPRITE592,100486,NON BR,PCS,890.00,890.00
BRA SET,BO8002,100509,BONDY,PCS,"3,590.00","3,590.00"
BRA SET,SCM,100510,SCM,PCS,"2,490.00","2,490.00"
BRA SET,SCM10008,100511,SCM,PCS,"1,990.00","1,990.00"
BRA SET,SCM10002,100512,SCM,PCS,"1,590.00","1,590.00"
BRA SET,NKI1922057,100562,NONB,PCS,"1,290.00","1,290.00"
BRA SET,NU4485,100563,NURTEKS,PCS,"3,790.00","3,790.00"
BRA SET,AN4637,100564,ANIL,PCS,"3,590.00","3,590.00"
BRA SET,HBLHUL515,100565,SABINA,PCS,"2,310.00","2,310.00"
BRA SET,HBLHUL516,100566,SABINA,PCS,"2,310.00","2,310.00"
BRA SET,HBLHUL508,100567,SABINA,PCS,"2,145.00","2,145.00"
BRA SET,NK1922057,100572,NONB,PCS,"1,290.00","1,290.00"
BRA SET,SCM10048,100587,SCM,PCS,"1,890.00","1,890.00"
BRA SET,HBLHUL533,100588,SABINA,PCS,"2,520.00","2,520.00"
BRA SET,PC4511,100614,PIERRE CARDIN,PCS,"3,590.00","3,590.00"
BRA SET,NK5047,100615,NON B,PCS,"1,390.00","1,390.00"
BRA SET,NK1036,100616,NON B,PCS,"1,390.00","1,390.00"
BRA SET,FLASSORT594,100641,NON B,PCS,"1,990.00","1,990.00"
BRA SET,NK21232054,100793,NON B,PCS,"1,350.00","1,350.00"
BRA SET,NK1232054,100795,NON B,PCS,"1,350.00","1,350.00"
BRA SET,H1610,100826,NON B,PCS,"1,390.00","1,390.00"
BRA SET,E1905,100827,NON B,PCS,"1,390.00","1,390.00"
BRA SET,E1906,100828,NON B,PCS,"1,490.00","1,490.00"
BRA SET,HBLHUL548,100870,SABINA,PCS,"2,535.00","2,535.00"
BRA SET,HBLHUL544,100871,SABINA,PCS,"2,340.00","2,340.00"
BRA SET,HBLNHULN549,100872,SABINA,PCS,"2,535.00","2,535.00"
BRA SET,HBLHUL534,100873,SABINA,PCS,"2,520.00","2,520.00"
BRA SET,GO7200,100874,GOLGE,PCS,"4,390.00","4,390.00"
BRA SET,AN4727,100875,ANIL,PCS,"3,190.00","3,190.00"
BRA SET,NU4318,100876,NURTEKS,PCS,"3,590.00","3,590.00"
BRA SET,NU4430,100877,NURTEKS,PCS,"3,590.00","3,590.00"
BRA SET,NU4591,100878,NURTEKS,PCS,"3,590.00","3,590.00"
BRA SET,NU4487,100879,NURTEKS,PCS,"3,990.00","3,990.00"
BRA SET,KK300,100880,CONSOY,PCS,"1,490.00","1,490.00"
BRA SET,E1908,100911,NON B,PCS,"1,390.00","1,390.00"
BRA SET,E18015,100912,NON B,PCS,"1,390.00","1,390.00"
BRA SET,AN4743,100934,ANIL,PCS,"5,990.00","5,990.00"
BRA SET,AN4728,100935,ANIL,PCS,"3,590.00","3,590.00"
BRA SET,PC4615,100936,PIERRE CARDIN,PCS,"4,590.00","4,590.00"
BRA SET,NU3512,100937,NURTEKS,PCS,"7,590.00","7,590.00"
BRA SET,NU3519,100938,NURTEKS,PCS,"6,990.00","6,990.00"
BRA SET,AN4692,100939,ANIL,PCS,"3,590.00","3,590.00"
BRA SET,AN5588,100940,ANIL,PCS,"4,990.00","4,990.00"
BRA SET,E1707,100941,NON B,PCS,"1,190.00","1,190.00"
BRA SET,H6009,100942,NON B,PCS,"1,390.00","1,390.00"
BRA SET,C17019,100943,NON B,PCS,"1,390.00","1,390.00"
BRA SET,GOMONIKA,100986,GOLGE,PCS,"2,990.00","2,990.00"
BRA SET,H7724,100989,NON B,PCS,"1,490.00","1,490.00"
BRA SET,C17020,100990,NON B,PCS,"1,390.00","1,390.00"
BRA SET,CANSOY177,100991,NON B,PCS,"1,190.00","1,190.00"
BRA SET,NK2889544,100992,NON B,PCS,"1,190.00","1,190.00"
BRA SET,CAN200S,100993,NON B,PCS,"1,190.00","1,190.00"
BRA SET,MIXASS,101017,NON B,PCS,"1,990.00","1,990.00"
BRA SET,KK177,101018,NON B,PCS,"1,190.00","1,190.00"
BRA SET,NU4432,101038,NURTEKS,PCS,"3,290.00","3,290.00"
BRA SET,NU4532,101039,NURTEKS,PCS,"3,490.00","3,490.00"
BRA SET,NZ222,101040,NAZIK,PCS,"1,090.00","1,090.00"
BRA SET,NZ111,101041,NAZIK,PCS,"1,190.00","1,190.00"
BRA SET,KK191,101042,CANSOY,PCS,"1,390.00","1,390.00"
BRA SET,E1921,101090,NON B,PCS,"1,450.00","1,450.00"
BRA SET,E1938,101114,NON B,PCS,"1,450.00","1,450.00"
BRA SET,E1924,101115,NON B,PCS,"1,290.00","1,290.00"
BRA SET,HBLPHULP545,101116,SABINA,PCS,"2,535.00","2,535.00"
BRA SET,HBLPHULP1005,101117,SABINA,PCS,"2,925.00","2,925.00"
BRA SET,HBLHUL513,101118,SABINA,PCS,"2,520.00","2,520.00"
BRA SET,E1930,101147,NON B,PCS,"1,390.00","1,390.00"
BRA SET,NU4385,101166,NURTEKS,PCS,"3,790.00","3,790.00"
BRA SET,NU4440,101167,NURTEKS,PCS,"3,590.00","3,590.00"
BRA SET,NU4491,101168,NURTEKS,PCS,"3,590.00","3,590.00"
BRA SET,ADRIANA,101184,ORKIDE,PCS,"2,790.00","2,790.00"
BRA SET,EMANUEL,101185,ORKIDE,PCS,"2,490.00","2,490.00"
BRA SET,GO4720,101207,GOLGE,PCS,"2,990.00","2,990.00"
BRA SET,KK173,101230,CANSOY,PCS,"1,390.00","1,390.00"
BRA SET,E1939,101237,NON B,PCS,"1,350.00","1,350.00"
BRA SET,CA17004,101238,NON B,PCS,"1,390.00","1,390.00"
BRA SET,NU4340,101250,NURTEEKS,PCS,"3,590.00","3,590.00"
BRA SET,GO9700,101251,GOLGE,PCS,"3,790.00","3,790.00"
BRA SET,NU4530,101274,NURTEKS,PCS,"3,490.00","3,490.00"
BRA SET,E1932,101283,NON B,PCS,"1,290.00","1,290.00"
BRA SET,E1922,101284,NON B,PCS,"1,390.00","1,390.00"
BRA SET,GO9300,101285,GOLGE,PCS,"2,890.00","2,890.00"
BRA SET,E1907,101313,NON B,PCS,"1,350.00","1,350.00"
BRA SET,GO8900,101320,GOLGE,PCS,"2,990.00","2,990.00"
BRA SET,GO8300,101321,GOLGE,PCS,"3,190.00","3,190.00"
BRA SET,GO9500,101322,GOLGE,PCS,"2,990.00","2,990.00"
BRA SET,AN4774,101323,ANIL,PCS,"3,990.00","3,990.00"
BRA SET,E1945,101355,NON B,PCS,"1,550.00","1,550.00"
BRA SET,NU4334,101369,NURTEKS,PCS,"3,990.00","3,990.00"
BRA SET,NU4412,101370,NURTEKS,PCS,"3,990.00","3,990.00"
BRA SET,NU4434,101371,NURTEKS,PCS,"3,990.00","3,990.00"
BRA SET,VS061,101376,VICTORIA SECRET,PCS,"2,990.00","2,990.00"
CONTROLING BELT,MF34378,100113,MISSFIT,PCS,990.00,990.00
CROPTOP (STARTER),SHB077,100115,NON BR,PCS,650.00,650.00
CROPTOP (STARTER),SH1289,100116,NON BR,PCS,700.00,700.00
CROPTOP (STARTER),VG2802,100117,NON BR,PCS,500.00,500.00
CROPTOP (STARTER),VG2805,100118,NON BR,PCS,500.00,500.00
CROPTOP (STARTER),A444,100119,NON BR,PCS,300.00,300.00
CROPTOP (STARTER),A333,100120,NON BR,PCS,300.00,300.00
CROPTOP (STARTER),MF1503,100191,MISSFIT,PCS,800.00,800.00
CROPTOP (STARTER),VG894,100279,NON BR,PCS,500.00,500.00
CROPTOP (STARTER),VG999,100280,NON BR,PCS,500.00,500.00
CROPTOP (STARTER),SBC356,100344,SABINA,PCS,"1,435.00","1,435.00"
CROPTOP (STARTER),NK5810,100480,NON BR,PCS,750.00,750.00
CROPTOP (STARTER),VG2106,100481,NON BR,PCS,600.00,600.00
CROPTOP (STARTER),SBC372,100500,SABINA,PCS,"1,480.00","1,480.00"
CROPTOP (STARTER),SBG382,100569,SABINA,PCS,"1,395.00","1,395.00"
CROPTOP (STARTER),F5121,100784,NON B,PCS,650.00,650.00
CROPTOP (STARTER),SBC415,100809,SABINA,PCS,"1,755.00","1,755.00"
CROPTOP (STARTER),SBG383,100810,SABINA,PCS,"1,395.00","1,395.00"
CROPTOP (STARTER),F5125,100811,NON B,PCS,600.00,600.00
CROPTOP (STARTER),F5137,100812,NON B,PCS,700.00,700.00
CROPTOP (STARTER),D5130,100841,NON B,PCS,900.00,900.00
CROPTOP (STARTER),D815,100842,NON B,PCS,700.00,700.00
CROPTOP (STARTER),SBC416,100884,SABINA,PCS,"1,950.00","1,950.00"
CROPTOP (STARTER),D6132,100932,NON B,PCS,650.00,650.00
CROPTOP (STARTER),D5158,100933,NON B,PCS,700.00,700.00
CROPTOP (STARTER),A210,101106,NON B,PCS,500.00,500.00
CROPTOP (STARTER),A3313,101107,NON B,PCS,500.00,500.00
CROPTOP (STARTER),A2289,101141,NONB,PCS,750.00,750.00
CROPTOP (STARTER),A6122,101142,NONB,PCS,550.00,550.00
CROPTOP (STARTER),A65988,101143,NONB,PCS,550.00,550.00
PANTIES,MF1202,100121,MISSFIT,PCS,950.00,950.00
PANTIES,CH04490849,100122,COTTONHILL,PCS,350.00,350.00
PANTIES,CH0203,100123,COTTONHILL,PCS,400.00,400.00
PANTIES,CH0298BIG,100124,COTTONHILL,PCS,400.00,400.00
PANTIES,CH0558,100125,COTTONHILL,PCS,450.00,450.00
PANTIES,CH4968,100127,COTTONHILL,PCS,400.00,400.00
PANTIES,CH4962,100128,COTTONHILL,PCS,400.00,400.00
PANTIES,CH4970,100129,COTTONHILL,PCS,300.00,300.00
PANTIES,CH04620993,100130,COTTONHILL,PCS,300.00,300.00
PANTIES,LL38694,100131,LADYLYC,PCS,400.00,400.00
PANTIES,LL526619BIG,100132,LADYLYC,PCS,400.00,400.00
PANTIES,LL52860BIG,100133,LADYLYC,PCS,400.00,400.00
PANTIES,LL52660,100135,LADYLYC,PCS,350.00,350.00
PANTIES,BN698,100137,NON BR,PCS,350.00,350.00
PANTIES,SH3154,100138,NON BR,PCS,300.00,300.00
PANTIES,SH3147,100139,NON BR,PCS,300.00,300.00
PANTIES,SH907,100140,NON BR,PCS,400.00,400.00
PANTIES,BN1297,100141,NON BR,PCS,350.00,350.00
PANTIES,SHA113,100254,NON BR,PCS,200.00,200.00
PANTIES,CH04090809,100264,COTTONHILL,PCS,350.00,350.00
PANTIES,CH0116,100265,COTTONHILL,PCS,550.00,550.00
PANTIES,CH4960,100266,COTTONHILL,PCS,350.00,350.00
PANTIES,CH0298,100290,COTTONHILL,PCS,500.00,500.00
PANTIES,ELBRINAP,100291,ESSENTIALS,PCS,400.00,400.00
PANTIES,BN8835,100309,NON BR,PCS,350.00,350.00
PANTIES,SH544,100310,NON BR,PCS,350.00,350.00
PANTIES,SH311,100311,NON BR,PCS,300.00,300.00
PANTIES,SH3044,100312,NON BR,PCS,400.00,400.00
PANTIES,SH3156,100313,NON BR,PCS,300.00,300.00
PANTIES,VG8292,100314,NON BR,PCS,200.00,200.00
PANTIES,CH0975,100333,COTTONHILL,PCS,300.00,300.00
PANTIES,CH09560253,100334,COTTONHILL,PCS,350.00,350.00
PANTIES,SH743,100335,NON BR,PCS,350.00,350.00
PANTIES,NKVS006,100336,NON BR,PCS,600.00,600.00
PANTIES,SH036,100337,NON BR,PCS,450.00,450.00
PANTIES,SH328,100338,NON BR,PCS,450.00,450.00
PANTIES,SH5503,100359,NON BR,PCS,300.00,300.00
PANTIES,SH784,100360,NON BR,PCS,300.00,300.00
PANTIES,VG159,100415,NON B,PCS,400.00,400.00
PANTIES,BN096,100416,NON B,PCS,300.00,300.00
PANTIES,CH075,100417,COTTON HILL,PCS,300.00,300.00
PANTIES,LL526572,100418,LADY LYC,PCS,300.00,300.00
PANTIES,38584,100419,LADY LYC,PCS,350.00,350.00
PANTIES,LL38584,100420,LADY LYC,PCS,350.00,350.00
PANTIES,NK5486,100491,NON BR,PCS,350.00,350.00
PANTIES,SH6747,100492,NON BR,PCS,400.00,400.00
PANTIES,NK320,100494,NON BR,PCS,200.00,200.00
PANTIES,NK4121,100495,NON BR,PCS,200.00,200.00
PANTIES,NK2015,100496,NON BR,PCS,200.00,200.00
PANTIES,NK462,100497,NON BR,PCS,400.00,400.00
PANTIES,NTMIX,100505,NICOLETTA,PCS,300.00,300.00
PANTIES,CHO116,100507,COTTON HILL,PCS,550.00,550.00
PANTIES,SH815,100508,NON B,PCS,300.00,300.00
PANTIES,SH862,100532,NONB,PCS,300.00,300.00
PANTIES,VG706F,100541,NONB,PCS,300.00,300.00
PANTIES,VG9282,100542,NONB,PCS,250.00,250.00
PANTIES,SH5575,100548,NONB,PCS,400.00,400.00
PANTIES,CH0176,100576,COTTONHILL,PCS,600.00,600.00
PANTIES,NC27879BIG,100578,NICOLETTA,PCS,350.00,350.00
PANTIES,CH0186,100586,COTTON HILL,PCS,550.00,550.00
PANTIES,CH4551,100617,COTTON HILL,PCS,450.00,450.00
PANTIES,CH4462,100618,COTTON HILL,PCS,550.00,550.00
PANTIES,NT163344,100619,NICOLETTA,PCS,350.00,350.00
PANTIES,NT27879BIG,100620,NICOLETTA,PCS,350.00,350.00
PANTIES,NK014,100621,NON B,PCS,400.00,400.00
PANTIES,NK8131,100622,NONB,PCS,500.00,500.00
PANTIES,NK7012,100643,NON B,PCS,200.00,200.00
PANTIES,NK1220,100644,NON B,PCS,250.00,250.00
PANTIES,NK858,100645,NON B,PCS,350.00,350.00
PANTIES,NT83051,100646,NON B,PCS,400.00,400.00
PANTIES,NK2201,100659,NON B,PCS,250.00,250.00
PANTIES,A8088,100673,NON B,PCS,400.00,400.00
PANTIES,A2448,100675,NON B,PCS,300.00,300.00
PANTIES,B01,100676,NON B,PCS,250.00,250.00
PANTIES,B7781,100677,NON B,PCS,500.00,500.00
PANTIES,B820,100678,NON B,PCS,450.00,450.00
PANTIES,C172,100679,NON B,PCS,400.00,400.00
PANTIES,C188,100680,NON B,PCS,350.00,350.00
PANTIES,G977,100681,NON B,PCS,350.00,350.00
PANTIES,G985,100682,NON B,PCS,250.00,250.00
PANTIES,V-ELIZA,100683,NON B,PCS,450.00,450.00
PANTIES,B6511,100765,NON B,PCS,550.00,550.00
PANTIES,C186,100777,NON B,PCS,350.00,350.00
PANTIES,A8012,100778,NON B,PCS,500.00,500.00
PANTIES,A8070,100779,NON B,PCS,400.00,400.00
PANTIES,G309,100796,NON B,PCS,400.00,400.00
PANTIES,CH0849PR,100813,COTTON HILL,PCS,400.00,400.00
PANTIES,CH0849PL,100814,COTTON HILL,PCS,350.00,350.00
PANTIES,CH0720BIG,100815,COTTON HILL,PCS,400.00,400.00
PANTIES,CH0721BIG,100816,COTTON HILL,PCS,400.00,400.00
PANTIES,LL105129,100817,LADY LYK,PCS,550.00,550.00
PANTIES,LL105183,100818,LADY LYK,PCS,600.00,600.00
PANTIES,LL105135,100819,LADY LYK,PCS,500.00,500.00
PANTIES,LL105137BIG,100820,LADY LYK,PCS,600.00,600.00
PANTIES,BW224,100831,NON B,PCS,350.00,350.00
PANTIES,G182,100832,NON B,PCS,400.00,400.00
PANTIES,I6314,100833,NON B,PCS,400.00,400.00
PANTIES,1216,100834,NON B,PCS,350.00,350.00
PANTIES,LL10567,100835,NON B,PCS,450.00,450.00
PANTIES,I6134,100844,NON B,PCS,400.00,400.00
PANTIES,16389,100885,NON B,PCS,350.00,350.00
PANTIES,G186,100886,NON B,PCS,400.00,400.00
PANTIES,G184,100887,NON B,PCS,400.00,400.00
PANTIES,16335BIG,100888,NON B,PCS,400.00,400.00
PANTIES,16134BIG,100889,NON B,PCS,400.00,400.00
PANTIES,F820,100890,NON B,PCS,400.00,400.00
PANTIES,F366,100892,NON B,PCS,400.00,400.00
PANTIES,DO35000,100893,DOMINANT,PCS,850.00,850.00
PANTIES,B283,100947,NON B,PCS,450.00,450.00
PANTIES,I8843,100950,NON B,PCS,400.00,400.00
PANTIES,I6381,100951,NON B,PCS,400.00,400.00
PANTIES,I2298,100952,NON B,PCS,400.00,400.00
PANTIES,I6358,100953,NON B,PCS,400.00,400.00
PANTIES,M8063,100954,NON B,PCS,300.00,300.00
PANTIES,M1813,100955,NON B,PCS,350.00,350.00
PANTIES,G185,100956,NON B,PCS,400.00,400.00
PANTIES,K738,100957,NON B,PCS,450.00,450.00
PANTIES,G179,100994,NON B,PCS,400.00,400.00
PANTIES,I7849,100995,NON B,PCS,400.00,400.00
PANTIES,I216,100996,NON B,PCS,350.00,350.00
PANTIES,I6335,100997,NON B,PCS,400.00,400.00
PANTIES,I8912,100998,NON B,PCS,400.00,400.00
PANTIES,I6194,100999,NON B,PCS,400.00,400.00
PANTIES,F355,101000,NON B,PCS,400.00,400.00
PANTIES,LL105137,101001,NON B,PCS,600.00,600.00
PANTIES,B1738,101064,NON B,PCS,300.00,300.00
PANTIES,I6203,101065,NON B,PCS,400.00,400.00
PANTIES,I3052,101066,NON B,PCS,400.00,400.00
PANTIES,K801,101067,NON B,PCS,400.00,400.00
PANTIES,F362,101071,NON B,PCS,450.00,450.00
PANTIES,I6219,101098,NON B,PCS,350.00,350.00
PANTIES,B900,101099,NON B,PCS,200.00,200.00
PANTIES,I6346,101100,NON B,PCS,400.00,400.00
PANTIES,I6216,101101,NON B,PCS,450.00,450.00
PANTIES,I8986,101102,NON B,PCS,350.00,350.00
PANTIES,B1708,101103,NON B,PCS,300.00,300.00
PANTIES,B8813,101104,NON B,PCS,350.00,350.00
PANTIES,K6070,101105,NON B,PCS,400.00,400.00
PANTIES,CD40491,101130,NON B,PCS,300.00,300.00
PANTIES,J2020,101132,NON B,PCS,350.00,350.00
PANTIES,J786,101133,NON B,PCS,400.00,400.00
PANTIES,MP10000,101134,NON B,PCS,250.00,250.00
PANTIES,I6379,101135,NON B,PCS,400.00,400.00
PANTIES,J695,101136,NON B,PCS,450.00,450.00
PANTIES,J6065,101137,NON B,PCS,450.00,450.00
PANTIES,I332,101196,NONB,PCS,450.00,450.00
PANTIES,I610B,101197,NONB,PCS,400.00,400.00
PANTIES,I8813,101198,NONB,PCS,400.00,400.00
PANTIES,K6075,101199,NON B,PCS,450.00,450.00
PANTIES,CH0849,101204,COTTONHILL,PCS,400.00,400.00
PANTIES,I332B,101205,NONB,PCS,450.00,450.00
PANTIES,H8220,101264,NON B,PCS,400.00,400.00
PANTIES,H8239,101265,NON B,PCS,400.00,400.00
PANTIES,H6878B,101266,NON B,PCS,450.00,450.00
PANTIES,H6877,101290,NON B,PCS,400.00,400.00
PANTIES,NK8008,101291,NON B,PCS,350.00,350.00
PANTIES,CD028,101292,COTTON DANCE,PCS,350.00,350.00
PANTIES,HS612,101306,NON B,PCS,350.00,350.00
PANTIES,K6096,101356,NON B,PCS,550.00,550.00
PANTIES,K6087,101357,NON B,PCS,550.00,550.00
PANTIES,I5607,101358,NON B,PCS,450.00,450.00
PANTIES,I129,101359,NON B,PCS,450.00,450.00
PANTIES,I6389,101360,NON B,PCS,500.00,500.00
PANTIES,H6878,101361,NON B,PCS,500.00,500.00
PANTIES,CD50020,101362,COTTON DANCE,PCS,400.00,400.00
PANTIES (BIG),LL38696,100134,LADYLYC,PCS,350.00,350.00
PANTIES (BIG),LL52860,100308,LADYLYC,PCS,400.00,400.00
PANTIES/PO3,LL8920,100136,LADYLYC,PCS,800.00,800.00
PANTIES/PO3,AN2657-2.6,100142,ANIL,PCS,"1,300.00","1,300.00"
PANTIES/PO3,AN2659,100143,ANIL,PCS,"1,500.00","1,500.00"
PANTIES/PO3,GP532,100253,GIRLISH,PCS,800.00,800.00
PANTIES/PO3,CH4008,100414,NON B,PCS,700.00,700.00
PANTIES/PO3,KO39750,100958,KOZABIAT,PCS,950.00,950.00
PANTIES/PO3,AN2657,101077,ANIL,PCS,"1,300.00","1,300.00"
PANTIES/PO3,DO55000,101138,DOMINENT,PCS,"1,050.00","1,050.00"
PANTIES/PO3,MP003,101173,MISS PUDRA,PCS,780.00,780.00
PANTIES/PO3,DR0500,101174,DOREN,PCS,"1,000.00","1,000.00"
PANTIES/PO3,STAIN01,101304,NON B,PCS,550.00,550.00
SHAPER/CONTROLER,MF34313,100144,MISSFIT,PCS,"1,650.00","1,650.00"
SHAPER/CONTROLER,MF34314,100145,MISSFIT,PCS,"1,990.00","1,990.00"
SHAPER/CONTROLER,MF1255,100146,MISSFIT,PCS,"2,990.00","2,990.00"
SHAPER/CONTROLER,MF33636,100147,MISSFIT,PCS,"1,850.00","1,850.00"
