Category,Item Code,Item Description,Bar Code,Opening,Purchase,Sale,Closing
NIGHTIES SHORT,VISELLAMIX,NON BR,100062,8,0,8,0
NIGHTIES SHORT,NK1784,NON BR,100063,4,0,4,0
NIGHTIES SHORT,NK0949,NON BR,100064,4,0,4,0
NIGHTIES SHORT,NK1813,NON BR,100065,4,2,6,0
NIGHTIES SHORT,BO5365,BONDY,100066,3,1,3,1
NIGHTIES SHORT,BO5333,BONDY,100067,2,0,2,0
NIGHTIES SHORT,NL368,NILAY,100068,3,0,3,0
NIGHTIES SHORT,NL384,NILAY,100070,3,0,3,0
NIGHTIES SHORT,NL336,NILAY,100071,3,0,2,1
NIGHTIES SHORT,PC601,PIER CARDIN,100072,5,3,8,0
NIGHTIES SHORT,PC613,PIER CARDIN,100073,3,0,3,0
NIGHTIES SHORT,PC627,PIER CARDIN,100074,7,5,12,0
NIGHTIES SHORT,BO5372,BONDY,100269,0,2,2,0
NIGHTIES SHORT,NKS15309,NON BR,100270,0,2,2,0
NIGHTIES SHORT,NK1238,NON BR,100271,0,4,4,0
NIGHTIES SHORT,NK1239,NON BR,100323,0,6,6,0
NIGHTIES SHORT,NK2043,NON B,100324,0,4,1,3
NIGHTIES SHORT,BO5371,BONDY,100325,0,3,3,0
NIGHTIES SHORT,BO5373,BONDY,100326,0,3,3,0
NIGHTIES SHORT,PC622,BONDY,100327,0,3,3,0
NIGHTIES SHORT,NC3808,NON B,100401,0,2,2,0
NIGHTIES SHORT,NC398,NON B,100402,0,14,14,0
NIGHTIES SHORT,NU5417,NURTEKS,100426,0,28,22,6
NIGHTIES SHORT,NL388,NILAY,100427,0,3,3,0
NIGHTIES SHORT,PC600,PIERE CARDIN,100428,0,5,4,1
NIGHTIES SHORT,NK1199,NON BR,100462,0,5,5,0
NIGHTIES SHORT,NKS51,NON BR,100463,0,16,16,0
NIGHTIES SHORT,NU5424,NURTEKS,100471,0,6,6,0
NIGHTIES SHORT,NL376,NILAY,100472,0,3,1,2
NIGHTIES SHORT,PC777,PIER CARDIN,100473,0,3,3,0
NIGHTIES SHORT,NK8768,NK8768,100474,0,5,5,0
NIGHTIES SHORT,NK8142,NON BR,100475,0,2,2,0
NIGHTIES SHORT,NK1228,NON BR,100476,0,10,10,0
NIGHTIES SHORT,NK525,NONB,100517,0,2,2,0
NIGHTIES SHORT,NK1219,NONB,100518,4,4,8,0
NIGHTIES SHORT,NU5444,NURTEKS,100519,0,5,3,2
NIGHTIES SHORT,NU5441,NURTEKS,100520,0,5,5,0
NIGHTIES SHORT,NBB3963,NBB,100597,0,4,4,0
NIGHTIES SHORT,NL338,NILAY,100598,0,1,0,1
NIGHTIES SHORT,NK1538,NONB,100599,0,1,1,0
NIGHTIES SHORT,NKT2066,NON B,100600,0,2,2,0
NIGHTIES SHORT,NU5417BIG,NURTEKS,100604,0,4,3,1
NIGHTIES SHORT,NK2063,NON B,100651,0,37,37,0
NIGHTIES SHORT,SH975,NON B,100694,0,3,3,0
NIGHTIES SHORT,SH964,NON B,100695,0,6,6,0
NIGHTIES SHORT,VB1123,VELA BELLA,100699,0,2,2,0
NIGHTIES SHORT,NK1190833,NON B,100756,0,3,3,0
NIGHTIES SHORT,SH957,NON B,100757,0,4,4,0
NIGHTIES SHORT,NL424,NILAY,100857,0,5,4,1
NIGHTIES SHORT,NU5491,NURTEKS,100858,0,19,17,2
NIGHTIES SHORT,L984,NON B,100859,0,2,2,0
NIGHTIES SHORT,LIKAMIX,NON B,100860,0,15,15,0
NIGHTIES SHORT,L7602,NON B,100861,0,13,11,2
NIGHTIES SHORT,L941,NON B,100901,0,8,6,2
NIGHTIES SHORT,GO7210,GOLGE,100985,0,4,3,1
NIGHTIES SHORT,NL382,NILAY,101016,0,3,2,1
NIGHTIES SHORT,L2859,NON B,101026,0,5,4,1
NIGHTIES SHORT,L7606,NON B,101027,0,9,9,0
NIGHTIES SHORT,L969,NON B,101028,0,11,8,3
NIGHTIES SHORT,LIKA988,NON B,101088,0,1,1,0
NIGHTIES SHORT,NK1480,NON B,101089,0,1,1,0
NIGHTIES SHORT,DM6146,DIVA MORE,101297,0,3,0,3
NIGHTIES SHORT,DM6133,DIVA MORE,101298,0,3,2,1
NIGHTIES SHORT,BO5037,BONDY,101121,0,1,1,0
NIGHTIES SHORT,PC602,PIERE CARDIN,101122,0,3,2,1
NIGHTIES SHORT,PC635,PIERRE CARDIN,101123,0,2,2,0
NIGHTIES SHORT,L966,NON B,101124,0,9,9,0
NIGHTIES SHORT,NK1799,NON B,101125,0,2,-1,3
NIGHTIES SHORT,NK1284,NON B,101153,0,1,1,0
NIGHTIES SHORT,NL416,NILAY,101154,0,3,2,1
NIGHTIES SHORT,NY3002,NOYA,101267,0,16,2,14
NIGHTIES SHORT,L7605,NON B,101268,0,5,2,3
NIGHTIES SHORT,L2865,NON B,101269,0,4,3,1
NIGHTIES SHORT,S9150,NON B,101318,0,5,2,3
NIGHTIES SHORT,L2803,NON B,101319,0,6,3,3
NIGHTIES SHORT,AN5733,ANIL,101334,0,2,1,1
NIGHTIES SSC,YISHORTS,YENI INCI,100095,6,0,5,1
NIGHTIES SSC,SVMSHORTS,SEVIM,100277,0,3,3,0
NIGHTIES SSC,SVM4962,SEVIM,100278,0,3,2,1
NIGHTIES SSC,ANSHORTS,ANIL,100478,0,2,2,0
NIGHTIES SSC,IP5148,IPEKTEN,100905,0,3,3,0
NIGHTIES SSC,CR92307,CAROLINE,101059,0,2,1,1
NIGHTIES SSC,SU3905,SUDE,101302,0,8,2,6
NIGHTIES SSC,IP612FO,IPEKTEN,101256,0,3,1,2
NIGHTIES SSS,NU5509,NURTEKS,100531,0,5,4,1
NIGHTIES SSS,NC6624,NONB,100549,0,7,7,0
NIGHTIES SSS,PC400,PIERRE CARDIN,100632,0,2,2,0
NIGHTIES SSS,PC420,PIERRE CARDIN,100633,0,2,2,0
NIGHTIES SSS,NCA207,NON B,100703,0,28,29,-1
NIGHTIES SSS,NU5521,NURTEKS,100780,0,14,9,5
NIGHTIES SSS,NU5519,NURTEKS,100850,0,3,2,1
NIPPLE SILICON PAD,NKNSP011,NON BR,100258,0,12,12,0
PAJAMA (COTTON/SILK/JOGING),HP85,NONB,100243,0,46,46,0
PAJAMA (COTTON/SILK/JOGING),SP521,NON BR,100361,0,6,6,0
PAJAMA (COTTON/SILK/JOGING),NK311,NON B,100579,0,7,7,0
PAJAMA (COTTON/SILK/JOGING),NK2012,NONB,100580,0,3,3,0
PAJAMA (COTTON/SILK/JOGING),PJ002,PAJAMA,100774,0,10,10,0
PAJAMA (COTTON/SILK/JOGING),KPJ750,KALIPLI,100895,0,31,31,0
PAJAMA (COTTON/SILK/JOGING),NK820,NON B,101078,0,3,1,2
PAJAMA (COTTON/SILK/JOGING),SY7090,NON B,101079,0,1,1,0
PAJAMA (COTTON/SILK/JOGING),ST001,NON B,101080,0,10,7,3
PAJAMA (COTTON/SILK/JOGING),NKTR24,NON B,101081,0,18,20,-2
PAJAMA (COTTON/SILK/JOGING),PL889,POEM LIFE,101286,0,12,10,2
PAJAMA (COTTON/SILK/JOGING),RN001,NON B,101170,0,20,14,6
PANTIES,MF1202,MISSFIT,100121,6,43,49,0
PANTIES,CH04490849,COTTONHILL,100122,36,2,38,0
PANTIES,CH0203,COTTONHILL,100123,12,1,13,0
PANTIES,CH0298BIG,COTTONHILL,100124,12,0,12,0
PANTIES,CH0558,COTTONHILL,100125,12,0,12,0
PANTIES,CH4968,COTTONHILL,100127,12,22,34,0
PANTIES,CH4962,COTTONHILL,100128,24,70,94,0
PANTIES,CH4970,COTTONHILL,100129,12,0,12,0
PANTIES,CH04620993,COTTONHILL,100130,12,6,18,0
PANTIES,LL38694,LADYLYC,100131,16,14,30,0
PANTIES,LL526619BIG,LADYLYC,100132,9,1,10,0
PANTIES,LL52860BIG,LADYLYC,100133,12,3,15,0
PANTIES,LL52660,LADYLYC,100135,9,0,9,0
PANTIES,BN698,NON BR,100137,15,1,16,0
PANTIES,SH3154,NON BR,100138,12,3,15,0
PANTIES,SH3147,NON BR,100139,12,11,23,0
PANTIES,SH907,NON BR,100140,12,1,13,0
PANTIES,BN1297,NON BR,100141,17,1,18,0
PANTIES,SHA113,NON BR,100254,0,17,17,0
PANTIES,CH04090809,COTTONHILL,100264,0,61,61,0
PANTIES,CH0116,COTTONHILL,100265,0,24,24,0
PANTIES,CH4960,COTTONHILL,100266,0,30,30,0
PANTIES,CH0298,COTTONHILL,100290,0,14,14,0
PANTIES,ELBRINAP,ESSENTIALS,100291,0,11,11,0
PANTIES,BN8835,NON BR,100309,0,12,12,0
PANTIES,SH544,NON BR,100310,0,26,26,0
PANTIES,SH311,NON BR,100311,0,6,6,0
PANTIES,SH3044,NON BR,100312,0,42,42,0
PANTIES,SH3156,NON BR,100313,0,18,18,0
PANTIES,VG8292,NON BR,100314,0,104,104,0
PANTIES,CH0975,COTTONHILL,100333,0,12,12,0
PANTIES,CH09560253,COTTONHILL,100334,0,16,16,0
PANTIES,SH743,NON BR,100335,0,18,18,0
PANTIES,NKVS006,NON BR,100336,0,11,11,0
PANTIES,SH036,NON BR,100337,0,6,6,0
PANTIES,SH328,NON BR,100338,0,8,8,0
PANTIES,SH5503,NON BR,100359,0,12,12,0
PANTIES,SH784,NON BR,100360,0,29,29,0
PANTIES,VG159,NON B,100415,0,24,24,0
PANTIES,BN096,NON B,100416,0,13,13,0
PANTIES,LL526572,LADY LYC,100418,0,7,7,0
PANTIES,LL38584,LADY LYC,100420,0,7,7,0
PANTIES,NK5486,NON BR,100491,0,12,12,0
PANTIES,SH6747,NON BR,100492,0,12,12,0
PANTIES,NK320,NON BR,100494,0,26,26,0
PANTIES,NK4121,NON BR,100495,0,10,10,0
PANTIES,NK2015,NON BR,100496,0,10,10,0
PANTIES,NK462,NON BR,100497,0,16,16,0
PANTIES,NTMIX,NICOLETTA,100505,75,165,240,0
PANTIES,SH815,NON B,100508,0,12,12,0
PANTIES,SH862,NONB,100532,0,12,12,0
PANTIES,VG706F,NONB,100541,0,10,10,0
PANTIES,VG9282,NONB,100542,0,35,35,0
PANTIES,SH5575,NONB,100548,0,15,15,0
PANTIES,CH0176,COTTONHILL,100576,0,14,14,0
PANTIES,NC27879BIG,NICOLETTA,100578,0,30,30,0
PANTIES,CH0186,COTTON HILL,100586,0,12,12,0
PANTIES,CH4551,COTTON HILL,100617,0,12,12,0
PANTIES,CH4462,COTTON HILL,100618,0,12,12,0
PANTIES,NT163344,NICOLETTA,100619,0,21,21,0
PANTIES,NT27879BIG,NICOLETTA,100620,0,15,15,0
PANTIES,NK014,NON B,100621,0,12,12,0
PANTIES,NK8131,NONB,100622,0,10,10,0
PANTIES,NK7012,NON B,100643,0,30,30,0
PANTIES,NK858,NON B,100645,0,12,12,0
PANTIES,NT83051,NON B,100646,0,12,12,0
PANTIES,NK2201,NON B,100659,0,10,10,0
PANTIES,A8088,NON B,100673,0,12,12,0
PANTIES,A2448,NON B,100675,0,12,12,0
PANTIES,B01,NON B,100676,0,27,27,0
PANTIES,B7781,NON B,100677,0,25,25,0
PANTIES,B820,NON B,100678,0,12,12,0
PANTIES,C172,NON B,100679,0,12,12,0
PANTIES,C188,NON B,100680,0,15,15,0
PANTIES,G977,NON B,100681,0,12,12,0
PANTIES,G985,NON B,100682,0,16,16,0
PANTIES,V-ELIZA,NON B,100683,0,12,12,0
PANTIES,B6511,NON B,100765,0,14,14,0
PANTIES,C186,NON B,100777,0,12,12,0
PANTIES,A8012,NON B,100778,0,12,12,0
PANTIES,A8070,NON B,100779,0,13,13,0
PANTIES,G309,NON B,100796,0,8,8,0
PANTIES,CH0849PR,COTTON HILL,100813,0,124,124,0
PANTIES,CH0849PL,COTTON HILL,100814,0,120,120,0
PANTIES,CH0720BIG,COTTON HILL,100815,0,48,48,0
PANTIES,CH0721BIG,COTTON HILL,100816,0,850,850,0
PANTIES,LL105129,LADY LYK,100817,0,20,20,0
PANTIES,LL105183,LADY LYK,100818,0,16,16,0
PANTIES,LL105135,LADY LYK,100819,0,21,16,5
PANTIES,LL105137BIG,LADY LYK,100820,0,17,21,-4
PANTIES,BW224,NON B,100831,0,36,36,0
PANTIES,G182,NON B,100832,0,24,24,0
PANTIES,1216,NON B,100834,0,43,34,9
PANTIES,LL10567,NON B,100835,0,23,23,0
PANTIES,I6134,NON B,100844,0,10,10,0
PANTIES,16389,NON B,100885,0,12,12,0
PANTIES,G186,NON B,100886,0,12,12,0
PANTIES,G184,NON B,100887,0,14,14,0
PANTIES,16335BIG,NON B,100888,0,12,12,0
PANTIES,16134BIG,NON B,100889,0,10,10,0
PANTIES,F820,NON B,100890,0,10,10,0
PANTIES,F366,NON B,100892,0,8,4,4
PANTIES,DO35000,DOMINANT,100893,0,36,36,0
PANTIES,B283,NON B,100947,0,12,12,0
PANTIES,I8843,NON B,100950,0,12,12,0
PANTIES,I6381,NON B,100951,0,13,13,0
PANTIES,I2298,NON B,100952,0,14,14,0
PANTIES,I6358,NON B,100953,0,8,8,0
PANTIES,M8063,NON B,100954,0,12,12,0
PANTIES,M1813,NON B,100955,0,36,34,2
PANTIES,G185,NON B,100956,0,8,7,1
PANTIES,K738,NON B,100957,0,18,18,0
PANTIES,G179,NON B,100994,0,12,12,0
PANTIES,I7849,NON B,100995,0,6,6,0
PANTIES,I216,NON B,100996,0,2,11,-9
PANTIES,I6335,NON B,100997,0,14,14,0
PANTIES,I8912,NON B,100998,0,23,23,0
PANTIES,I6194,NON B,100999,0,12,12,0
PANTIES,F355,NON B,101000,0,12,11,1
PANTIES,LL105137,NON B,101001,0,3,1,2
PANTIES,B1738,NON B,101064,0,5,5,0
PANTIES,I6203,NON B,101065,0,12,12,0
PANTIES,I3052,NON B,101066,0,10,10,0
PANTIES,K801,NON B,101067,0,10,10,0
PANTIES,F362,NON B,101071,0,4,4,0
PANTIES,I6219,NON B,101098,0,15,12,3
PANTIES,B900,NON B,101099,0,12,12,0
PANTIES,I6346,NON B,101100,0,12,12,0
PANTIES,I6216,NON B,101101,0,15,15,0
PANTIES,I8986,NON B,101102,0,13,13,0
PANTIES,B1708,NON B,101103,0,12,12,0
PANTIES,B8813,NON B,101104,0,8,8,0
PANTIES,K6070,NON B,101105,0,15,15,0
PANTIES,H6877,NON B,101290,0,12,11,1
PANTIES,NK8008,NON B,101291,0,24,23,1
PANTIES,CD028,COTTON DANCE,101292,0,12,11,1
PANTIES,HS612,NON B,101306,0,29,26,3
PANTIES,I332,NONB,101196,0,16,15,1
PANTIES,I610B,NONB,101197,0,12,13,-1
PANTIES,I8813,NONB,101198,0,10,10,0
PANTIES,K6075,NON B,101199,0,10,9,1
PANTIES,CH0849,COTTONHILL,101204,0,44,45,-1
PANTIES,I332B,NONB,101205,0,12,11,1
PANTIES,CD40491,NON B,101130,0,15,15,0
PANTIES,J2020,NON B,101132,0,31,31,0
PANTIES,J786,NON B,101133,0,11,11,0
PANTIES,MP10000,NON B,101134,0,18,16,2
PANTIES,I6379,NON B,101135,0,11,10,1
PANTIES,J695,NON B,101136,0,12,12,0
PANTIES,J6065,NON B,101137,0,12,12,0
PANTIES,H8220,NON B,101264,0,12,10,2
PANTIES,H8239,NON B,101265,0,12,11,1
PANTIES,H6878B,NON B,101266,0,12,11,1
PANTIES,K6096,NON B,101356,0,15,5,10
PANTIES,K6087,NON B,101357,0,12,5,7
PANTIES,I5607,NON B,101358,0,12,2,10
PANTIES,I129,NON B,101359,0,15,2,13
PANTIES,I6389,NON B,101360,0,12,3,9
PANTIES,H6878,NON B,101361,0,17,0,17
PANTIES,CD50020,COTTON DANCE,101362,0,12,0,12
PANTIES (BIG),LL38696,LADYLYC,100134,12,29,41,0
PANTIES (BIG),LL52860,LADYLYC,100308,0,13,13,0
PANTIES/PO3,LL8920,LADYLYC,100136,50,304,346,8
PANTIES/PO3,AN2657-2.6,ANIL,100142,50,258,309,-1
PANTIES/PO3,AN2659,ANIL,100143,50,379,421,8
PANTIES/PO3,GP532,GIRLISH,100253,0,42,42,0
PANTIES/PO3,CH4008,NON B,100414,0,18,18,0
PANTIES/PO3,KO39750,KOZABIAT,100958,0,36,36,0
PANTIES/PO3,AN2657,ANIL,101077,0,55,35,20
PANTIES/PO3,STAIN01,NON B,101304,0,20,9,11
PANTIES/PO3,DO55000,DOMINENT,101138,0,12,12,0
PANTIES/PO3,MP003,MISS PUDRA,101173,0,97,94,3
PANTIES/PO3,DR0500,DOREN,101174,0,24,12,12
PANTIES/PO5,B1001,NON B,100959,0,111,111,0
PANTIES/PO5,IN001,NON B,101377,0,1,0,1
PANTIES/PO7,PR001,NON B,100763,0,22,21,1
PANTIES/PO7,B3052,NON B,100764,0,16,16,0
PANTY,NK626,NON BR,100493,0,32,32,0
PANTY,SH1373,NONB,100547,0,105,105,0
PANTY,A2445,NON B,100674,0,16,16,0
PRETTY MAKEUP,BBCREAM,B B CREAM,100705,0,20,20,0
PRETTY MAKEUP,B-POWDER28,BAKED POWDER,100706,0,24,24,0
PRETTY MAKEUP,BLUSH,BLUSH,100707,0,20,20,0
PRETTY MAKEUP,BLUSH-B,BLUSH BAKED,100708,0,24,24,0
PRETTY MAKEUP,BLUSH-M,BLUSH MATTE,100709,0,16,16,0
PRETTY MAKEUP,CONCEALER-CUL,CONCEALER COVER UP LIQUID,100711,0,20,20,0
PRETTY MAKEUP,CONCEALER-S,CONCEALER STICK,100712,0,20,20,0
PRETTY MAKEUP,EPENCIL,EYE PENCIL,100713,0,48,48,0
PRETTY MAKEUP,EPENCIL-S,EYE PENCIL STYLER,100714,0,36,36,0
PRETTY MAKEUP,ESHADOW-Q,EYE SHADOW QUARTET,100715,0,20,20,0
PRETTY MAKEUP,ESHADOW-S,EYE SHADOW SINGLE,100716,0,52,52,0
PRETTY MAKEUP,ESHADOW-SM,EYE SHADOW SINGLE MATTE,100717,0,28,28,0
PRETTY MAKEUP,EBPENCIL-S,EYE BROW PENCIL STYLER,100720,0,16,16,0
PRETTY MAKEUP,EBSHADOW,EYEBROW SHADOW,100721,0,16,16,0
PRETTY MAKEUP,ELINER-GB,EYE LINER GEL BK,100722,0,4,4,0
PRETTY MAKEUP,ELINER-LB,EYE LINER LIQUID BK,100723,0,4,4,0
PRETTY MAKEUP,ELINER-P,EYE LINER PEN,100724,0,4,4,0
PRETTY MAKEUP,ELINER-UDLB,EYE LINER ULTIMATE DIP LINER BK,100725,0,4,4,0
PRETTY MAKEUP,FOUNDATION-CU,FOUNDATION COVER UP,100726,0,24,24,0
PRETTY MAKEUP,FOUNDATION-MF,FOUNDATION MATTIFYING,100727,0,24,24,0
PRETTY MAKEUP,FOUNDATION-WL,FOUNDATION WEIGHTLESS,100728,0,24,24,0
PRETTY MAKEUP,LBALM,LIP BALM,100729,0,12,12,0
PRETTY MAKEUP,LGLOSS-ST,LIP GLOSS STAY TRUE,100730,0,44,44,0
PRETTY MAKEUP,LPENCIL,LIP PENCIL,100731,0,32,32,0
PRETTY MAKEUP,LPENCIL-S,LIP PENCIL STYLER,100732,0,48,48,0
PRETTY MAKEUP,LSTICK-E,LIP STICK ESSENTIAL,100734,0,80,80,0
PRETTY MAKEUP,LSTICK-M,LIP STICK MATTE,100735,0,48,48,0
PRETTY MAKEUP,LSTICK-ML,LIP STICK MATTE LIQUID,100736,0,24,24,0
PRETTY MAKEUP,LSTICK-ST,LIP STICK STAY TRUE,100737,0,44,44,0
PRETTY MAKEUP,MASCARA-AIOB,MASKARA ALL IN ONE BK,100739,0,4,4,0
PRETTY MAKEUP,MASCARA-CB,MASKARA CURLING BK,100740,0,8,8,0
PRETTY MAKEUP,NENAMEL-E,NAIL ENAMEL ESSENTIAL,100743,0,60,60,0
PRETTY MAKEUP,NENAMEL-M,NAIL ENAMEL MATTE,100744,0,60,60,0
PRETTY MAKEUP,PPOWDER,PRESS POWDER,100745,0,24,24,0
PRETTY MAKEUP,PPOWDER-MF,PRESS POWDER MATTIFYING,100746,0,24,24,0
PRETTY MAKEUP,SHARPNER,SHARPNER,100747,0,4,4,0
PRETTY MAKEUP,MUBASE,MAKE UP BASE,100750,0,4,4,0
PRETTY MAKEUP,MASCARA-LB,MASCARA LENGTHENING BK,100753,0,4,4,0
PRETTY MAKEUP,EBMASCARA,EYEBROW MASCARA,100754,0,8,8,0
PROSTHESIS PADS,PPSABINA,SABINA,100011,27,0,0,27
SHAPER/CONTROLER,MF34313,MISSFIT,100144,12,38,47,3
SHAPER/CONTROLER,MF34314,MISSFIT,100145,12,60,64,8
SHAPER/CONTROLER,MF1255,MISSFIT,100146,9,20,27,2
SHAPER/CONTROLER,MF33636,MISSFIT,100147,12,23,34,1
SHAPER/CONTROLER,MF1037,MISSFIT,100148,15,71,86,0
SHAPER/CONTROLER,BO10000-4.2,BONDY,100149,14,0,14,0
SHAPER/CONTROLER,BO10003,BONDY,100150,12,5,15,2
SHAPER/CONTROLER,AN2476,ANIL,100151,9,32,38,3
SHAPER/CONTROLER,AN2513,ANIL,100152,12,13,21,4
SHAPER/CONTROLER,AN2518,ANIL,100153,12,9,14,7
SHAPER/CONTROLER,NZ9001,NAZIK,100352,0,22,14,8
SHAPER/CONTROLER,NZ9005,NAZIK,100437,0,22,12,10
SHAPER/CONTROLER,NZ9003,NAZIK,100438,0,30,28,2
SHAPER/CONTROLER,MF1227,MISSFIT,100546,0,4,4,0
SHAPER/CONTROLER,MF17332,MISS FIT,100606,0,13,9,4
SHAPER/CONTROLER,MF1228,MISS FIT,100804,0,26,23,3
SHAPER/CONTROLER,NZ9020,NAZIK,101045,0,11,11,0
SHAPER/CONTROLER,BO10001-4.2,BONDY,101047,0,3,3,0
SHAPER/CONTROLER,MF14001,MISSFIT,101139,0,6,2,4
SHAPER/CONTROLER,MF14002,MISSFIT,101140,0,6,6,0
SHORT SUIT,CR92904,CAROLINE,100522,0,4,4,0
SHORT SUIT,DS31775,DEEP SLEEP,100806,0,16,16,0
SHORT SUIT,DS12082,DEEP SLEEP,100807,0,4,4,0
SHORT SUIT,EL1315,ELITOL,100904,0,4,4,0
SHORT SUIT,DS1282,DEEP SLEEP,101060,0,2,2,0
SHORT SUIT,DS12061,DEEP SLEEP,101061,0,2,2,0
SHORT SUIT,AN9590,ANIL,101062,0,1,1,0
SILICON BRA,FBTN523,NON BR,100257,0,13,13,0
SILICON BRA,FBTN014,NOR BR,100351,0,6,6,0
STARTERS,MF1501,MISSFIT,100114,12,80,89,3
STARTERS,A111,NON B,100343,0,93,91,2
STARTERS,SBC387,SABINA,100568,0,4,4,0
STARTERS,SBC370,SABINA,100573,0,4,4,0
STARTERS,D6208,NON B,101019,0,2,2,0
STARTERS,A6118,NON B,101144,0,10,9,1
STARTERS,A5988,NONB,101164,0,10,9,1
STARTERS,A8309,NON B,101276,0,12,12,0
STARTERS,A1926,NON B,101277,0,23,15,8
STARTERS,KO80070,CANSOY,101279,0,24,24,0
STARTERS,A6123,NON B,101346,0,11,4,7
STARTERS,A2627,NON B,101347,0,12,0,12
STOKINGS,IT1108,ITALIANA,100255,0,6,4,2
STOKINGS,IT2208,ITALIANA,100256,0,10,4,6
STOKINGS,I1323,ITALIANA,100367,0,2,2,0
STOKINGS,I1272,ITALIANA,100368,0,3,3,0
STOKINGS,I1198,ITALIANA,100369,0,4,4,0
STOKINGS,I1546,ITALIANA,100370,0,3,3,0
STOKINGS,I1326,ITALIANA,100371,0,7,7,0
STOKINGS,I1447,ITALIANA,100372,0,4,4,0
STOKINGS,I1216,ITALIANA,100373,0,7,7,0
STOKINGS,I10081,ITALIANA,100374,0,7,7,0
STOKINGS,I1808,ITALIANA,100375,0,6,6,0
STOKINGS,I2731,ITALIANA,100376,0,6,6,0
STOKINGS,NK9026522,NON B,100377,0,27,18,9
STOKINGS,I1108,ITALIANA,100378,0,13,13,0
STOKINGS,I2390,ITALIANA,100379,0,5,4,1
STOKINGS,I2208,ITALIANA,100380,0,9,8,1
STOKINGS,IT2184,ITALIANA,101145,0,6,3,3
STOKINGS,IT2173,ITALIANA,101146,0,5,0,5
STRAPS,SH01-B,NON B,100157,12,208,207,13
SWIM SUITS,BS1605,NON BR,100154,3,0,0,3
SWIM SUITS,BL1493,NON BR,100155,2,0,1,1
SWIM SUITS,BS9111,NON BR,100156,3,0,0,3
THERMAL,NBB626,NBB,100363,0,5,5,0
THERMAL,AN8533,ANIL,100364,0,7,7,0
THERMAL,AN8532,ANIL,100365,0,20,13,7
THERMAL,AN8531,ANIL8531,100366,0,16,16,0
THERMAL,MS02023649,M&S,100623,0,15,15,0
TIDES,NKS118,NON BR,100286,0,6,6,0
TIDES,NK5118,NON B,100896,0,3,3,0
TIDES,NY6105,NOYA,101171,0,19,13,6
T-SHIRTS,USP66004,U S POLO,100914,0,16,7,9
